,Unnamed: 0,bill_intro,committee_position,engagement,pid,pid_next,procedural,procedural_question,question,simple_label_next,text,text_next,uids,vid,weak_question
10,10.0,False,Member,False,7492.0,53.0,False,False,False,Bill Author,"Ms. Gonzalez, you are recognized.","AB 2121 is back for concurrent Senate amendments, add the American National Standards Institute as accreditation agency. The amendment also removes criminal penalties, in making them civil and administrative instead. This bill has now no opposition and received bipartisan support in both the Assembly and Senate. I respectfully ask for your aye vote.",{9339960},16374,False
11,11.0,False,Member,False,100.0,34362.0,False,False,True,Bill Author,"I understand that, Senator, my confusion is that is this only if you are going to and from work and are not on duty? Or is this any-","Correct, yeah.",{18925792},32686,False
12,12.0,False,Member,False,66.0,112.0,False,False,False,Bill Author,"The bill has 9 votes. We will hold the roll open for the absent members., We'll go now to AB 987.","Thank you, members. Out of AB 987 will simply increase the total membership of the Advisory Committee to 12, and includes the members in the Department of Justice. Currently, the membership includes five members from regulated gaming and give members from the public. By increasing the membership to include two members to the DOJ, it will increase the police participation on the Advisory Committee by opening two seats to public membership, including law enforcement. Increase the efficiency of the Committee by streamlining communications with the DOJ. I respectfully ask for an aye vote.","{14106004, 14106005}",28952,False
13,13.0,False,Member,False,67.0,103.0,False,False,True,Bill Author,"Right, so my question is just based on what was in the analysis and having the read the bill about lowering that. Is that, is that all right in terms of the ceiling? In the event that interest rates do increase. That's what I'm asking. Are you open to lowering the ceiling?","There's been no amendments proposed, the Chair hasn't proposed any amendments and at this point I'm not willing or prepared to do that.",{1882766},1788,False
14,14.0,False,Member,False,4657.0,107.0,False,False,True,Bill Author,"Okay, so I prepared tax returns. I'm assuming, I don't know, I haven't asked you, but have you ever prepared tax returns or done any tax work for clients?","No, I'm not an accountant.",{13224971},27455,False
15,15.0,False,Member,False,100.0,92.0,False,False,False,Bill Author,Senator. Beall.,"Good afternoon Madam President and members, this bill SB 192 creates the Mental Health Services Act Reversion Fund. Now when the Mental Health Services Act, Prop 63, was passed in 2004 to fund the community programs to reduce mental health need at the local level.",{13613913},27907,False
16,16.0,False,Member,False,99.0,66.0,False,False,False,Bill Author,"[INAUDIBLE] But I mean, [INAUDIBLE]",No.,{5268118},6490,False
17,17.0,False,Member,False,100.0,26.0,False,False,False,Bill Author,"Yes., Again, I think we'll be able, should SB 122 pass, we'll be able to expedite this process, the EIR process; the CEQA process, saving at least a year, possibly two years. And again, I appreciate the response by the Sierra Club., We need to know what we don't know, and that's part of the reason for CEQA. And, I also appreciate the comment on Page 4 of the analysis that reminds us, I think, why CEQA is important., And then under Item 3, what is lost with an exemption from CEQA? And what is lost to inform decision makers and the public about the impacts of projects to identify ways to avoid or significantly reduce environmental damage,..., ...prevent environmental damage by requiring feasible alternatives for mitigation measures, disclose to the public reasons why an agency approved the project, if significant environmental effects are involved, and involve public agencies in the process, and increase public participation in the environmental review and planning process., And, in the circumstance that you mentioned, Senator Stone, if you have an invasive species that is having a detrimental impact, I suspect that the public is going to want to be there to support any efforts to try to result in the necessary remediation or whatever it is that the proposal asks for., So, I mean, in talking about renewable energy, it is, we're all excited about it, but that doesn't mean that renewable energy projects shouldn't have to go through CEQA like everyone else., Just because something goes through CEQA doesn't mean that it's condemned, or that it's going to be prolonged for, you know, forever. What it means is there's a process by which we're going to identify what the consequences and the benefits are., And as I said, with the bill that I've done, we're going to expedite the process of preparing the record. We're going to make sure that the public has full information about a project in real time, not months later by having it posted in real time on its own website, and thus reducing, we estimate, at least a year to two years of a project's delays., So again, I know we all like to, we hear CEQA we think awful, but again, there are only 4% of all CEQA requests end up in any kind of litigation. By expediting the processes I've mentioned in this bill, I think we can get to exactly what you want to get to while still protecting a process that is proven to be effective in protecting the state., So, I appreciate the effort senator, but again, I'm going to vote no on this because I just think we're, again, that we're trying to find more and more reasons to undercut CEQA, and I just don't think that we need to do that, or should be doing that.","Thank you Senator, and I certainly appreciate all the comments. And, I think this project is very unique, in that, certainly the public can get involved in an EIR to figure out how we're going to, well actually you don't have to go through CEQA to bring a restoration project to fruition.","{1025953, 1025923, 1025959, 1025931, 1025901, 1025935, 1025905, 1025939, 1025911, 1025945, 1025917}",1012,False
18,18.0,False,Member,False,62.0,100941.0,False,False,False,Bill Author,Senator Newman.,"Thank you Madam President. Senators, SB 660 will allow private parties to provide the California Air Resources Board with additional resources needed to hire additional needed staff for the processing of aftermarket automotive part certifications. By statute, the aftermarket parts division, the California Air Resources Board has the responsibility for",{12877706},27197,False
19,19.0,False,Member,False,24.0,96.0,False,False,False,Bill Author,Without objection.,"Thank you. Thank you Mr. President, members for allowing me to...",{3212167},4573,False
20,20.0,False,Member,False,31.0,91.0,False,False,False,Bill Author,"The vote on AB 431 was 65, zero. Thank you. And that's Senate amendments being concurred, and we are at file item 13, AB 446, the bill has been read, I believe, Mr. Bigelow, you may open.","Thank you, Mr. Speaker, and sorry for the delay for members. AB 446 is also back to the Assembly for concurrence, I eagerly encourage an aye vote on this bill.",{15073725},30253,False
21,21.0,False,Member,False,3.0,7.0,False,False,False,Bill Author,"Well, I, I, I have a lot of questions about the bill. I'm gonna support it today but, I, I do hope we can keep talking about these issues. I'm not convince that what we're asking is, is gonna achieve the outcome we want., And so I'll reserve my right, when it comes to the floor, to see if we've worked more on this bill.","I very much appreciate that, and, and I, in my last conversation with pharm I had requested to see if there was, if there was a way to, to gather all the information that's out there because frankly, if any of you have tried to take a look at it, it's very hard to, to discern.","{601048, 601054}",638,False
22,22.0,False,Member,False,105.0,52.0,False,False,True,Bill Author,"Thank you, Madam Chair. Senator, is there anything in here that would have any requirement of quality, just a matter of time they spend and they get past some threshold and they're going to get a bonus, or?","Yes, I didn't put it as a, you're right, it's just a straight bonus for teachers who are come into the profession, and teachers who are here that might be thinking about leaving early, we're trying to keep them here.",{5080805},6374,False
23,23.0,False,Vice-Chair,False,14.0,53.0,False,False,True,Bill Author,And the last question I had is we had the testimony in terms of student access to be able to get their ballots. But wouldn't current law between vote centers appearing on college campuses and such allow for much greater access in terms of being able to transmit ballots? As well as current law that allows your local ballot harvester to be able to bring those ballots through that process?,So I am proud to have authored and co-authored the previous legislation that hopefully we will go to the vote centers that of course is up to each individual county under SB 450. As far as being able to collect multiple ballots that will be even highly encouraged because we will be saving the state money if people actually collect them and walk them in rather than send them.,{11260598},24265,False
24,24.0,False,Not In Committee,False,85.0,7.0,False,False,False,Bill Author,Assembly Member Chiu please proceed when you're ready.,Good afternoon. Thank you colleagues. I very much appreciate your consideration of AB463 to bring more transparency to our recent skyrocketing of the cost of specialty drugs.,{600154},637,False
25,25.0,False,Member,False,24.0,25.0,False,True,False,Bill Author,Senator Monning?,"Thank you, Mr. President and members. Amendments taken in the Assembly simply add coauthors. I respectfully ask for your aye vote in the Assembly amendments. Thank you.",{3780914},4999,False
26,26.0,False,Member,False,92.0,81.0,False,False,False,Bill Author,"I don't think I'm that famous. At least, I don't want to be. This is a very important issue I think in a lot of ways. I don't think it's an issue that is a easy one. Okay, I'm just saying that in my district, we have a company called Apple. Apple has built the, I think it's now the biggest single structure and it's opening up later this year, in California. Biggest single structure in California to be their corporate headquarters, in Cupertino., See, Cupertino approves the Apple building. Surely they're after it was approved, and while the Apple building was under construction, the shopping center across the street, across the freeway, the 280 freeway. It's named Valco shopping center. Applied to the City of Cupertino which is about 40,000 people in the City of Cupertino. Very wealthy community. You look at the income. It's in the westerly part of San Jose., Applied for a planned development rezoning and development permit to create a multi-million square feet a mixed use development, including revitalizing or redoing the shopping center, putting housing, commercial activity, and so forth., It became controversial in the City of Cupertino. The City Council reviewed and approved the project with some specific mitigation measures after an EIR was done on the project. However, what happened was the citizens of Cupertino had a petition that would change the project in deny the project. The signatures were collected. I think it had some things like it would limit the height of any building in Cupertino to three stories., There's all kind of development restrictions in the citizens' initiative in response to this project. Concern was of course was a lot of traffic, the Apple, the congestion that's already in Silicon Valley and so forth., The citizens petition was responded to by the developer By applying for a initiative to approve a development that was somewhat different, and without a lot of the controls and mitigations that was imposed on the original permit granted by the city., So we had two initiatives that were placed on the ballot. Both initiatives, because they were placed on the ballot, didn't have to have any kind of sequel review or anything like that. The community was in a turmoil for two years, I think almost every single one in the city had either a vote yes and vote no or vote no and vote yes., And there were signs all over the City of Cupertino, yes no, or no yes. And the voters eventually voted last November, the way I hoped they would vote, which was a no, no. They rejected both initiatives. However, what I'm going to say is, it created a chaotic and confusing and inappropriate land use decision process that divided the community. Okay, it's reality. So the way we go forward on this with hopefully a good project,, a project that will hopefully be a benefit to our community, I don't know how we're going to go forward. So, these initiatives, they create chaos. Chaos in the land use process because political environment that we have today, whether it's the action, there's going to be a reaction. So, I want to know how does your bill help us in our community? And when people say there's very little that this will be the effect. I think this is a big deal, it was for my district., I mean, it created a huge impact on my district, okay? A huge impact. And it has nothing to do with advocating for affordable housing, or any of those kinds of things., It has to do with having a land use plan that hopefully will be a stable plan that everybody will follow. That every time you don't like some decision you go off and you do spend literally millions of dollars in a City of 40,000 people. Millions, you know this happens. So in campaigning one way or the other to convince voters. But anyway, that's the story I wanted to tell you., I want to hear what, how your bill helps create a more stable environment, so when we do plans we have a plan that lasts for a long time that's not amended too much. That's my goal. I want to have a land use plan that doesn't change too much. It's approved by the City Council and it doesn't change too much. That's what we want. Otherwise, we don't really have a plan because the plan can be changed any time by a number of ways and there's no real planning going on., So the state law is to encourage planning that's stable, that's consistent, that creates an even playing field. So I'm giving you my experience with the City of Cupertino. I wanted to hear how your bill would help, now it may be the other side can comment as well.","Thank you, Senator, thank you very much. It seems like to me, Senator Beall, that the experience in Cupertino is similar to what I'm experiencing in my Assembly District. I have proudly represented my Assembly District for the past five years. My Assembly District includes the City of Riverside, the City of Perris, and","{15972640, 15972644, 15972646, 15972647, 15972649, 15972650, 15972651, 15972654, 15972658, 15972660, 15972663, 15972665, 15972667}",30512,False
27,27.0,False,Member,False,31.0,112.0,False,False,False,Bill Author,"File Item number 10 is AB 1411. Clerk will read. Assembly Bill 1411 by Assemblymember Cristina Garcia, an act relating to health care facilities. Ms. Garcia.","Good afternoon, speaker and members. AB 10 ensures that we have access to menstrual products, tampons and pads, in girl's restrooms in Title I schools, for our most vulnerable schools. We hear stories about young girls who miss school on a regular basis, or extend the lives of their products and get infections.",{18729226},31997,False
28,28.0,False,Not In Committee,False,38.0,68.0,False,False,False,Bill Author,Anyone else?,Vice-chair as well. Can't do any better than that!,{1602832},1523,False
29,29.0,False,Member,False,31.0,44.0,False,False,False,Bill Author,"Seeing no additional discussion, or, debate on the item, Dr. Weber you may close.","Yes, Mr. Speaker and members, I rise and continue to ask for your support on this particular bill. I think we could debate Prop 47 all day long, and there are many who are for, and there are many who are opposed to it. We can see all kinds of things that happen as a result of Prop 47, positive and negative. We're being asked by those who've been asked to carry out the initiative or","{6832632, 6832630}",7151,False
30,30.0,False,Member,False,20.0,708.0,False,False,False,General Public,Briefly.,"Yes, thank you. The California Council of the American Society of Landscape Architects is obviously composed of all of the professional landscape architects in California. And you know, it's really hard to oppose Senator Pavley's bill, which I, which we don't oppose.",{1936334},1836,False
31,31.0,False,Not In Committee,False,80.0,2007.0,False,False,False,Lobbyist,"Mr. Chair, thank you for having the committee work with us and we are making some small adjustments as we move through the process and we'll keep you informed of those adjustments. Thank you so much. Ask for your aye vote.","Thank you. Madam Secretary, please call the roll.",{639239},680,False
32,32.0,False,Not In Committee,False,3.0,,False,True,False,Unlabeled,"Okay. And a second?, So, Mr. Gatto moves, Jones seconds., And we'll vote on consent., Where's the item consent?, Nine to zero, and consent., All right, excuse us Mr. Ridley-Thomas., We're back to you and I think we already had a motion from Mr. Wilk.",Second.,"{756609, 756673, 756611, 756613, 756607, 756669, 756671}",801,False
33,33.0,False,Vice-Chair,False,14.0,108894.0,False,False,True,General Public,Thank you very much. If you could help me understand how this affects charter cities and potential charter amendments that are required to be able to modify city charters.,"Yeah, so charter cities would be required to comply with CEQA, they currently are required to comply with CEQA. Charter cities are included in the definition as elite agency under CEQA. So because this bill changes the definition of projects under CEQA, it will affect charter cities as well. But the Legislature is not allowed to tell charter cities what their elections procedures must be.",{12002091},26664,False
34,34.0,False,Member,False,83.0,3576.0,False,False,True,State Agency Rep,"Thank you for coming to the committee Sorry, I was late in the beginning. I was doing testimony in Higher Ed, for two bills that I had for veterans which community college in both UC and CSU. So, I'm sure you'll be supportive of it as it goes through. Figured I'd make a plug., First of all, I'm interested in the issue of what we're going to be doing in the Bottom-Up Review for the universities. As I heard the testimony a few weeks ago, it seemed like there was a lot of confusion on the terms. President Napolitano, do you feel that we've come to closure that we understand what we're trying to do, that what we're asking you? Because from the hearing I got, I heard we couldn't even figure it out what the definition was, so.","Yeah, we were getting into budget weeds pretty quickly there. I think that, ""Yes"", as I said to Assemblymember Ting, we are working through that and we want to make available in the format that you needed the information that you require for your decision making.","{247140, 247124}",272,False
35,35.0,False,Member,False,31.0,14856.0,False,False,False,General Public,"Ayes 74, Noes 0.",And senate concur with resolution 52.,{2692546},4223,False
36,36.0,False,Member,False,70.0,521.0,False,False,True,General Public,"Richard?, There's nothing here to prevent a district from doing a non-PLA housing project if they want to. Just make sure I understand because I'm not as familiar with the bill everyone up at dais. Is that correct, though?",Well if they wanted to use the authority granted by Mr Thurmond's bill they would have to adopt the PLA. The PLA would be the mandate under the Thurmond bill.,"{14669041, 14674332}",30094,False
37,37.0,False,Vice-Chair,False,26.0,7223.0,False,False,False,General Public,Thank you for your testimony.,"Good morning Mr. Chair, members of the Committee. My name is Tim Sloane. I am the Program Director with the Pacific Coast Federation of Fishermen's Associations. We are the largest organization of commercial fishing men and women on the west coast, and we represent 12 ports in California and temporizing hundreds of Californians who rely on the state's marine resources for their livelihoods.",{782467},823,False
38,38.0,False,Not In Committee,False,115.0,18041.0,False,False,False,General Public,"Thank you, Madam Chair and members. AB 2320 that I am authoring with Assemblymember Low offers a common sense approach to our state's unmanned aircraft regulations, commonly referred to as drones, by clarifying that it is unlawful to employ a drone in the conduct of activities already unlawful in California. Assemblymember Low and I have been working closely with the California Police Chiefs' Association League of Cities and, the tech industry to find common ground to help strengthen this bill. As a gesture of good faith, we are dropping the state pre-emption provision of this bill as suggested in the Committee analysis. Further, to follow through on a committment we made in Assembly Privacy and Consumer Protections, we will be making offer amendments to the provision relating to sex offenders and, leave it open to the judges discretion to determine who would be permitted to operate a drone. This amendment would be taken in the Appropriations Committee. We have established good working relationships with various stakeholders who have an interest on this issue, cities, law enforcement, manufacturers, commercial users, hobbyist and others., We're committed to developing a consensus piece of legislation. With me, today, in support, I have Steve Shay. Thank you for your time, I respectfully ask for an aye vote. And Steve Shea is with DJI.","Thank you Assemblyman. Steve Shea representing DJI in strong support of the bill. It's been a pleasure working with the Assemblyman and his staff to try to find a way to improve the regulation of drones, as we start seeing them more and more in our air space. It's a complex regulatory challenge, since the federal government does preempt regulation of the airspace,","{5320744, 5320746, 5320748, 5320750}",6506,False
39,39.0,False,Possible Chair,False,83.0,8516.0,False,False,False,State Agency Rep,"And we take care of about 2,500 of them in the homes.","Correct, yes sir.",{11318437},24247,False
40,40.0,False,Member,False,93.0,14856.0,False,False,False,General Public,"Members, aye's 39, no's 0, the measure passes. Senators, we are moving on to file item 50. Mr. Secretary, please call the absent members.","De Leon? Mitchell? Aye, Nielsen? Aye.",{18524481},31650,False
41,41.0,False,Member,False,10.0,101386.0,False,False,True,General Public,"Thank you. My final comment and question is being former law enforcement I'm very sensitive to the ongoing national discussion about police and community relations. This past fall I attended four funerals in less than a month for officers killed violently in the line of duty. One funeral was for Lancaster Deputy Sergeant Steve Owen from my district who was killed while responding to a burglary. Another was for a Palm Springs officer who had just returned from maternity leave, Ms. Lesley Zerebny. Nationally, we've seen attacks targeting officers in Dallas and Baton Rouge, and since being elected I've had regular meetings with community members and community leaders, and law enforcement, to discuss how we can build trust back., These meetings provide important perspective and have helped me better understand why some people in the community distrust law enforcement. However, with the number of attacks on officers we have seen, it's clear we need to do everything in our power to reduce tensions and improve trust. Do you see a role for California's Attorney General to improve police-community relations and do you have thoughts about the steps we can take?","Trust comes after there's respect and without the respect, you'll never gain the trust and you won't get the cooperation, if you don't have the trust and so, from my perspective we almost have to start at the A, B, C's here, because communities have become very divided. I believe the law enforcement community has to do more to reach out to communities that have seen victims as a result of ambitious law enforcement activity and I believe communities that have been the victims have to reach out to the law enforcement to try to get a sense of how difficult the job has become with the technology and the capacity of weapons these days and so I think we have to go back to the first step of respect. Before we can get to trust, we'll never get to cooperation if we can't do the first two.","{9688048, 9688051}",16589,False
42,42.0,False,Member,False,64.0,515.0,False,False,False,General Public,"I appreciate your testimony and your frustration with the department. But I just want to be clear In terms of the ultimate goal. The ultimate goal is transition into coverage.  Seamless, seamless transition. But I would assume it's also to empower the parents to have choice.  We tip our hat to the wonderful philanthropy, Kaiser has exhibited. However for me, that doesn't trump parental choice.","And as 997 reflects, and as all of our efforts reflect, families should be informed of their choices. The irony of the current situation is, because when they apply to MediCal as best we understand it. And this, as you know better than I, very complicated area of law.",{5909373},6829,False
43,43.0,False,Not In Committee,False,3.0,12263.0,False,False,False,General Public,Thank you.,"Dr Jenny Mann, naturopathic doctor in San Francisco, asking for your support of this bill.",{1720757},1633,False
44,44.0,False,Not In Committee,False,4657.0,15930.0,False,False,True,State Agency Rep,"Thank you, Madam Chair. I appreciate, Assemblyman Obernolte, using the terms the purpose for which it is intended for Prop 56. I'm just curious, Ms. Costas, why Prop 56 is so confusing to the Department of Finance?, What is the intent of Prop 56? Not only here, but also with UC residencies. It seems like we're arguing. And there shouldn't be an argument, but the Governor has decided to do something completely different with 56 than what was intended. And how do we solve that, Madam Chair?","Okay. If I may, Madam Chair. I don't want to spoil our fun. We have other agenda items ahead of us on this very issue, Senator. So some in a couple pages, some-","{13813936, 13761442}",27987,False
45,45.0,False,Not In Committee,False,44.0,1031.0,False,False,False,Lobbyist,"Thank you, and I think it's morning still, yes, good morning. Mr. Chair and members, I'm here today to present to you AB 1323. A bill relating to long-term water use efficiency. With 18 bills on your special order of business this morning relating to long-term water use efficiency., It is clear there is a strong interest in continuing to make advancement in California's well-established water conservation and water use efficiency ethics. Communities throughout the state have their own stories, about how well they have done in advancing water conservation over the past several years. In San Diego, County, through implementation of successful water use efficiency programs via wholesale and retail water agencies. We've been able to reduce per capita consumption of water by 40% since 1990., Even while growing our regional population by 800,000 residents during the same period of time. Since 1990, in San Diego County alone, our residents have installed more than 530,000 ultra-low flush and high efficiency toilets. More than 100,000 high-efficiency clothes washers,, and more than 600,000 water-shaving shower heads. Additionally, our region has also embarked upon significant local water supply development. To insulate our communities from the negative effects of long-term drought. Including aggressive water recycling, and advancement of purification water/, The drinking water programs, desalinization, and surface storage improvement. AB 1323 charts a compromised approach toward making meaningful progress on establishing a long-term water use efficiency ethics for California. AB 1323 proposes to take the good concepts from Assemblymember Rubio's bills and the good concepts from Assemblymember Friedman's bills along with the good concepts outlining, the administration's framework report for making conservation a way of life in California. And put the right folks together in a room to develop a facilitated consensus approach to developing long term water use efficiency standards and performance measures. Important AB 1323 also provides legislative oversight by requiring that the recommendations developed through the stakeholder process outlined in my bill., Are then sent to the Legislature so they can be codified through the conventional legislative process. This is a tried and true method for addressing highly complex issues such as those facing us today in the area of water use efficiency. Here to speak concerning AB 1323 is Glenn Farrell from the San Diego County Water Authority.","Good morning Mr. Chair and Members, Glenn Farrell San Diego County Water Authority. Even as we sit in this room this morning talking about the variety of bills related to making conservation a way of life. California's already had a long legacy in the area of water conservation. Many milestone water conservation measures have been signed into law over the last two and a half decades. Most of them have become second nature to us as we go about our day to day lives and our homes and","{12460148, 12460149, 12460150, 12460151, 12460152, 12460153, 12460154}",26920,False
46,46.0,False,Member,False,36813.0,3067.0,False,False,True,General Public,"So looking at our future growth and I was looking at the breaking it down by region., What can you tribute the job gain to in the IE?","So, the job gain in the IE is been driven.","{10570355, 10570356}",23788,False
47,47.0,False,Member,False,31.0,3177.0,False,False,True,State Agency Rep,"Just a quick question. Thank you for the thoughtful presentation, I know this is a challenge for all of us. It sounds like there's potentially a number of options to pursue, it'll probably be some kind of a package approach to deal with a structural gap., My question is on, just curious about the source of the funds for the lifetime license trust account. Those lifetimes licenses rage from 700 to 1,200 depending on the age of the buyer. I mean you're trying to incentivize the purchase of those? Yes., Is that a deal for hunters and fishermen? I'm an annual purchase for like a three day thing. I'm not one of these lifetime guys but- Well, can I change your mind?, What's that? You can have that conversation outside. So, have you made adjustments in that 700 to 1,200. What kind of a deal is that for hunters and fisher persons in the State of California?, And then you've got a sliding scale there, right? I'm just curious about the administrative challenges of doing some kind of a sliding scale for landing fee increases based on the year. You were talking about sensitivity around a lousy salmon year and we're hitting them with the same fee regardless., Is there any kind of flexibility contemplated which is a more sensitive one given the nature of the economy and what kind of a fishing year it is? If you could try to blend an answer to those two different questions.",Let me start with your first question.,"{14994400, 14994401, 14994396, 14994397, 14994398, 14994399}",29906,False
48,48.0,False,Member,False,68.0,3073.0,False,False,False,General Public,2028? Okay.,"We are working to accelerate that, but also to deliver segments of that before that and then it ultimately gets tied together.",{2066689},1939,False
49,49.0,False,Vice-Chair,False,14.0,8596.0,False,False,True,General Public,"Thank you. In the analysis or in the background, there was no submission of any studies in terms of affecting voter turnout. Could you tell me, what's that occasion that you site? Because it makes it challenging to be able to confirm whether it really does affect voter turn out when it isn't included into the background.","Yes absolutely, Assemblyman Harper. It is actually a very recent article that came out in the election line newsletter on March 2nd. It's footnoted in my official letter of support on the bill to the Committee. And the article is called Stamp of Approval and you can find through the election line website. I'd be happy to email a link for it too, if you'd like.",{11260562},24265,False
50,50.0,False,Member,False,113.0,700.0,False,False,True,General Public,"Yes, just couple questions for just a couple of the panelists with regard the plan implementation and the design of the plan and some of the outreach. Maybe this question is for Mr. McGavin, if you will. Has there been outreach to your organization as to what maybe this plan could look like in getting some feedback for your organization?","Yes, there has. We've had opportunities, both in the public processes like the Freight Advisory Committee, the agencies had multiple workshops around the state. This winter, ARB and CTC have both had this on their public agendas, and we've also had an opportunity to meet with staff from the agencies.",{7543996},7434,False
51,51.0,False,Vice-Chair,False,61.0,9295.0,False,False,False,General Public,"Again, you get two witnesses in opposition. I see three at the table, but we're gonna limit it to two.","Mr. Chairman, members. My name is Vince Young and I am a property owner in San Francisco. I want to thank you for the opportunity to be here today. I am strongly opposed to Senate Bill 364 and I urge you to vote no on this bill.",{1203354},1163,False
52,52.0,False,Member,False,7492.0,14856.0,False,True,False,General Public,"Seeing no further discussion or debate. Dr. Wood would you like to close? Respectfully ask for your aye vote., The clerk will open the roll., All those vote who desire to vote., Dr. Wood requests we move the call., Pass and retain on file item 246., File item 247, AB 391 the clerk will read.","Assembly bill 391, by Assemblymember David Chiu and others an act relating the Medi-Cal.","{13680754, 13680755, 13680756, 13680762, 13680763, 13680764}",27926,False
