Title,Name,Biography
Senator,Cathleen Galgiani,"Elected to the Senate in 2012, Senator Cathleen Galgiani represents the 5th District, which includes Stockton, Tracy, and Modesto.

As a 5th generation Stocktonian, Cathleen has lived and worked in the San Joaquin Valley all of her life. While working in public service, she has been involved in a wide range of issues including protecting agriculture, cleaning up the air in the Central Valley, cutting government waste and fraud and fighting for Cal-Grant expansions so that more kids can go to college. Additionally, she helped to secure funding and support for UC Merced as a consultant to the Legislative Committee on the Development of UC Merced.

During her first term in the Legislature, Galgiani has worked to protect agriculture, improve education, protect health-care funding, increase public safety, enhance public transportation and save taxpayer dollars. Additionally, Cathleen continues to work diligently on Homeownership Preservation through legislation and local workshops. The home mortgage crisis has disproportionately affected the 5th Senate District and Cathleen will continue to work on solutions and relief for troubled homeowners.

In 2008, then-Assemblymember Galgiani authored AB 3034 which approved the first phase of the nation?s first High Speed Rail system in California.  AB 3034, which later became Proposition 1A was approved by the voters on the November ballot.  Her bill culminates decades of work by elected officials to bring the largest infrastructure project in the California  since the state highways were built to the Central Valley.  This project will be an incredible boost to California?s economy and the Central Valley by creating hundreds of thousands of jobs.

In the Assembly, Galgiani represented the San Joaquin Valley in the Legislative Committees on Agriculture, Higher Education, Governmental Organization and Transportation Committees. She was also a member of the Child Abuse Prevention Council Auxiliary of San Joaquin County, an advisory member of Crime Victims United of California and a member of the American Legion Auxiliary, High Speed Rail Committee of Merced and the Board of Directors of San Joaquin A+."
Senator,"Isadore Hall, III","Isadore Hall, III, first elected to the California State Senate in December 2014, represents the 35th State Senate District that includes the communities of Carson, Compton, Gardena, Harbor Gateway, Hawthorne, Inglewood, Lawndale, Lynwood, North Long Beach, Rancho Dominguez, Rancho Palos Verdes, San Pedro, South Los Angeles, Torrance, Watts/Willowbrook and Wilmington.

Hall currently serves as Chairman of the Senate Governmental Organization Committee and serves on the Banking & Financial Institutions, Health, Insurance and Public Employment & Retirement Committees. Previously, Hall represented California's 64th Assembly District from 2008 to 2014 and served as the Chair of the Assembly Governmental Organization Committee.

During his tenure in the Assembly, Hall authored notable legislation and has been an influential and decisive voice on various public policy issues including: addressing the state?s fiscal crisis, job creation, reducing childhood obesity and diabetes, improving public safety, expanding access to education technology and the creation of a sustainable statewide water policy.

In 2009, Hall successfully authored legislation to help build the world?s first ?green? professional football stadium. Located in Los Angeles County, the proposed 75,000 seat LEED certified NFL stadium and entertainment complex will create over 18,000 jobs and utilize the latest in technology, planning and design to create the most environmentally sustainable athletic stadium complex ever created.

Hall began his career of public service in 2001 when he was elected to the Compton Unified School District Board of Trustees. Hall served two terms as President of the Board and oversaw important reforms to attract highly qualified teachers and increase funding to classrooms throughout the district.

In 2003, Hall was elected to the Compton City Council where he served in various leadership positions including Mayor Pro Tem. While on the City Council, Hall oversaw efforts to increase youth access to parks and recreational activities, reduce crime and promote business growth throughout the city.  During this time Hall also served on the Metropolitan Water District Board, the Gateway Cities Council of Governments and the Southern California Association of Governments becoming a prominent regional voice for communities throughout southern California.

Hall received a Bachelor of Art?s Degree in Business Administration from the University of Phoenix and a Master of Arts Degree in Public Administration from National University.  In 2011, Hall was awarded a Master?s Degree in Management and Leadership from the University of Southern California, and dual Doctorates in Theology and Religious Studies from Next Dimension Bible College.  Hall is also a proud member of Omega Psi Phi Fraternity, Inc.

Born and raised in Compton, California, Hall is the youngest of six children."
Senator,Loni Hancock,"Loni Hancock has spent nearly four decades as a forceful advocate for open government, educational reform, environmental protection, economic development, and social justice.  Prior to her election to the California State Senate in 2008, she served three terms in the California State Assembly (14th District). She also was the first woman elected mayor of the City of Berkeley (1986-1994), the Executive Director of the Shalan Foundation, and served in both the Carter and Clinton Administrations.

Senator Hancock currently represents the 9th State Senate District, which includes the cities of Alameda, Albany, Berkeley, El Cerrito, Emeryville, El Sobrante, Hercules, Kensington, Oakland, Piedmont, Pinole, Richmond, Rodeo, San Leandro and San Pablo. 

Born and raised in New York, Loni Hancock received her BA from Ithaca College in 1963 and her MA from the Wright Institute in 1978.  She moved to Berkeley in 1964, where she lives today with her husband, Mayor Tom Bates.  Senator Hancock has four children and seven grandchildren.

Criminal Justice

Senator Hancock has been a leading advocate for  investing state resources in rehabilitation programs, job training, and employment because she understands that these and similar programs reduce inmate recidivism. As Chair of the Senate Public Safety Committee and the Senate Budget and Fiscal Review Subcommittee #5 on Corrections and Public Safety, Senator Hancock seeks to examine programs at all levels of the criminal justice system and implement sound policies that reduce prison overcrowding while protecting public safety.

Senator Hancock believes that California?s corrections system is an expensive failure and requires a fundamental restructuring. As a start, Senator Hancock is working to bring government closer to the people by allowing local governments to carry out vital law enforcement services in a more effective and efficient manner.

Senator Hancock has introduced legislation to provide case management and evidence-based programming to inmates in their last year of incarceration, and bring transparency and accountability to the California Department of Corrections and Rehabilitation (CDCR) and the Office of the Inspector General. Previously, she has introduced legislation to improve education programs in state prison and require the CDCR to provide inmates with a CA identification card upon release of incarceration.

Government Reform

Since entering the California State Legislature, Senator Hancock has vigorously championed government reform.  In 2009-10, she chaired the Elections, Reapportionment and Constitutional Amendments Committee. She introduced two major Senate Constitutional Amendments aimed at reducing gridlock and increasing the effectiveness of the California State Legislature: SCA 5 would have replaced the 2/3 vote formerly required to pass a budget with a simple majority vote and SCA 24 would change California?s term limits requirement so experienced legislators are available to solve the difficult problems facing California.

As an Assemblymember, Senator Hancock authored AB 583 ? the California Clean Money and Fair Elections Act ? which sought to reform campaign financing by providing full public financing for statewide elections.  AB 583 establishes a pilot project to make public financing available to candidates for Secretary of State so they can wage competitive campaigns without soliciting money from special interests.

Environment

Senator Hancock has sustained a strong commitment to environmental protection throughout her career.  As a member of the Berkeley City Council, she successfully worked to preserve the Berkeley Marina from development and protect local wildlife.

While in the Assembly, Senator Hancock served as Chair of the Committee on Natural Resources.   In this role, she led efforts to pass historic environmental legislation that would protect open space, expand recycling, and promote healthy city-infill strategies.

Senator Hancock currently serves on the Environmental Quality Committee, which oversees legislation relating to air and water quality, waste management and toxic substances, among other environmental issues.

Education

Senator Hancock has devoted much of her career to developing public policies that support and improve public schools in the East Bay and throughout California.

As head of the Western Regional Office of the U.S. Department of Education during the Clinton Administration, Hancock launched after-school, early reading preparation, college preparedness, and other initiatives. She helped schools in California receive millions of dollars in federal education funding.

As a member of the Assembly and Senate Committees on Education, Senator Hancock fought against tuition increases, elimination of outreach programs, and deep cuts to community college, CSU and UC budgets.

Senator Hancock has authored legislation that greatly expands school-to-career education for California?s high school students.  She strongly believes in career academies because they keep young people in school, and better prepares them for college and for real jobs in the new economy.  Senator Hancock currently chairs the Select Committee on Workforce Development, School Environment, and Student Wellness.

- See more at: http://sd09.senate.ca.gov/biography#sthash.pJixQRYq.dpuf"
Senator,"Dr. Ed Hernandez, O.D.","Dr. Ed Hernandez had only one goal as a young man ? to serve the health care needs of the community he came from.  As an optometrist and local businessman, he never dreamed he would one day work in the California State Legislature.  As a health care provider in predominantly low-income communities though, the need to improve access to health care is what drove him to run for office.  Dr. Ed was first elected to the Assembly in November of 2006, and re-elected in November of 2008.  He won his seat in the California State Senate in November of 2010 and was re-elected once again in 2014.

Senator Hernandez serves as Chair for the Senate Committee on Health.  He is also a member of the Business, Professions, and Economic Development Committee, the Government and Finance Committee,  the Committee for Governmental Organization, and the Senate Insurance Committee.

Senator Hernandez is the Chair of the San Gabriel Valley Legislative Caucus, made up of 12 Senators and Assemblymembers representing the greater San Gabriel Valley.  This position has allowed him to work in cooperation with fellow legislators on issues critical to the San Gabriel Valley, including water and transportation.

Senator Hernandez grew up in La Puente, attended local schools and graduated from Bassett High School.  He worked his way through school, attending both Rio Hondo and Mt. San Antonio Community Colleges before going on to get his B.S. degree in Biology from Cal State Fullerton.  He received a scholarship to study Optometry at Indiana University, which is also where he met his wife Diane.  After returning home, Dr. Ed and his wife setup their first practice in his hometown of La Puente.

Senator Hernandez proudly represents the 22nd Senate District, which encompasses the cities and communities of the San Gabriel Valley, which include: Alhambra, Monterey Park, San Gabriel, South San Gabriel, Rosemead, El Monte, South El Monte, Baldwin Park, Irwindale, Industry, Avocado Heights, La Puente, Valinda, West Covina, Vincent, Azusa, Citrus, Covina, Temple City, Arcadia and surrounding neighborhoods."
Senator,Bob Hertzberg,"Hi. I?m Bob Hertzberg. It is my honor and privilege to serve the nearly 1 million residents of the San Fernando Valley in the California Senate, for which I was elected in November, 2014.

As many of you know, this is not my first stint as a statewide policy maker. I was first elected to the California Assembly in 1996. After three years of hard work, I was twice unanimously elected Speaker and served until 2002. Then I spent a dozen years building a successful career in private industry and helping to establish groundbreaking public policy in several areas. I?ve always fought for BIG and BOLD ideas to fix California and tried to always think long term and solve tough problems.

As Speaker, for example, I helped preserve the quality of our air and water. I fought to stop the abuse of the elderly and to protect consumers from credit card companies and big banks. I supported expansion of the Cal-Grants program, giving more poor students unprecedented access to California?s colleges and universities. And I responded to public safety concerns by leading the way on opening new criminal investigation laboratories. By focusing on the future, such as our education infrastructure, our next generation of leaders can only be better prepared to make public policy.

Among other accomplishments, on a range of issues challenging California:

Helped negotiate more than $35 billion in school construction bonds ? the largest municipal bond issue in U.S. history.
Hammered out a settlement on prudent water policies that advanced landmark agriculture-to-urban water transfers and provided a framework to end nearly seven decades of California/Colorado River water disputes.
Fought for establishment of a 10th UC campus in Merced to educate under-served students in an underserved region.
Also, while in the Assembly, and in response to term limits, I led development of a comprehensive program to train newly elected members. Called the Capitol Institute, the education program taught newly elected members how the Capitol works and the mechanics of how ideas became laws. Training sessions by veteran legislators and staff, videos and a set of binders became resources for new and old members alike. The Capitol Institute eventually expanded into a staff training program still offered today

Staying active

After leaving government service in 2002, I continued to be active, as a global clean-energy entrepreneur, as a lawyer and as a leader on government reform. Even though I left public office, I never stopped devoting time and energy toward solving California?s toughest problems.

The result ? today I am better qualified to serve California and am more knowledgeable of our problems than before. Working outside government for more than a decade provided invaluable insights into how our great state can better compete globally. I better understand the nuances of creating economic change.

Many of these insights came from working around the globe ? traveling throughout China and to numerous countries in Africa. In recognition of these efforts, I received the World Bank Award for Lighting Africa for a project in Rwanda. Also, UK Guardian, Europe?s leading newspaper, named me one of the ?50 people who could save the planet.?

I broadened my business background when I co-founded Solar Integrated Technologies, the first solar company in Los Angeles. I then co-founded Renewable Capital ? a first-of-its-kind green venture capital company. Through Renewable Capital, I co-founded G24 Innovations, a company that produced lightweight and inexpensive solar panels.

Background

As a native of Los Angeles, I graduated Magna Cum Laude from the University of Redlands with bachelor?s degrees in History and English. Three years later, I received my Juris Doctor from the University of California, Hastings College of the Law, and have been an active member of the State Bar since 1979. I have two grown sons. David is a classical music composer and a Juilliard Graduate, and Daniel graduated Goucher College and, like me (poor guy), loves politics and public policy."
Senator,Jerry Hill,"Jerry Hill was elected to the California Senate in November 2012 and took his oath of office in the state Capitol on December 3, 2012.

Senator Hill joined the state Legislature?s upper house with a strong track record of leadership consisting of over 20 years of public service as an elected official. He was the mayor of the city of San Mateo, he served on the San Mateo County Board of Supervisors and he was a member of the state Assembly. While serving in local government he preserved thousands of acres of open space, established one of the state?s first anti-smoking ordinances, expanded health care coverage for over 17,000 children in the county, and created a new homeless shelter in San Mateo County.

Taking office in the Assembly in 2008, he quickly established himself as a thoughtful and dynamic state lawmaker. His legislation signed while in the Assembly saved the state millions of dollars through increased efficiency; improved gas pipeline safety; qualified the state for National Popular Vote; cracked down on repeat DUI offenders, underage drinking on party buses and on retailers who sell tobacco to minors; and brought solar jobs to the region.

While in the Senate, Hill has continued his commitment to the Peninsula through legislation that was signed to ensure access to Martins Beach, increase safety at the PUC and PG&E, limit High-Speed Rail to a blended, primarily two-track system through San Mateo and Santa Clara Counties, increase oversight of auto shredders whose fires were contaminating Redwood City and surrounding communities, and allow vote by mail voters to verify that their vote was counted.

He serves as the chair of the Senate's Business, Professions and Economic Development Committee, the Subcommittee on California?s Innovation, Technology and Life Sciences Economy, and the Subcommittee on Gas, Electric and Transportation Safety. He also is a member of several other high-profile Senate committees including Appropriations, Environmental Quality, Governmental Organization, Energy, Utilities and Communications, and the Select Committee on Children with Special Needs, and the Legislature's Joint Committee on Fisheries and Aquaculture.

Senator Hill represents the 13th Senate District in the California Legislature. The district includes the cities of Atherton, Belmont, Brisbane, Burlingame, East Palo Alto, Foster City, Half Moon Bay, Hillsborough, Los Altos, Los Altos Hills, Menlo Park, Millbrae, Mountain View, Pacifica, Palo Alto, Portola Valley, Redwood City, San Bruno, San Carlos, San Mateo, South San Francisco, Sunnyvale, Woodside and parts of unincorporated San Mateo County and unincorporated Santa Clara County.

Jerry Hill grew up in the Bay Area helping his father run his small business. Hill still owns that business, which provides jobs to local residents. He attended public schools, graduated from UC Berkeley and has a teaching credential from San Francisco State University. He and his wife live in San Mateo."
Senator,Ben Hueso,"Senator Ben Hueso was elected to the California State Senate in March 2013. Hueso represents the 40th Senate District, which includes the cities of Chula Vista, National City, Imperial Beach, Coronado a portion of the City of San Diego, Imperial County and the southern part of Riverside.

Senator Hueso Chairs the Senate Veterans Affairs Committee and the Select Committee on California?s Energy Independence.  Hueso created the Select Committee in an effort to explore the potential for new technologies and plan strategies to achieve independence from external energy sources. He also serves on the following Senate Committees:  Banking and Financial Institutions, Natural Resources and Water, Transportation and Housing and the Education Committee. In addition, Hueso is a member of the the Select Committee on California Mexico Cooperation. This Select committee studies and makes legislative recommendations regarding infrastructure, economic development, social and civic exchanges of mutual benefit, and border-related matters between California and Mexico.

Prior to being elected to the Senate, Hueso served in the Assembly representing the 80th District from 2010 to 2013. As an Assemblymember, Hueso championed legislation that helps reduce domestic violence, keeps dangerous chemical substances out of our communities, creates housing, helps keep families united, protects worker?s retirement, protect the environment, supports industry in being globally competitive, and focuses on a jobs creation and retention strategy that will ensure California continues to be where families can realize the American dream.

While in the Assembly, Hueso chaired the Assembly Water, Parks and Wildlife Committee and served on the Housing and Community Development; Jobs, Economic Development, and the Economy; and Local Government Committees.  In addition, Hueso was appointed as Chair to the Select Committee on California/Mexico Bi-national Affairs. A Select Committed dedicated to cultivate California's relationship with Mexico and address important issues surrounding the economy, trade and commerce, job creation, the environment, health and social justice. Hueso was also appointed as an ex-officio member of the California State Parks & Recreation Commission and as a member of the California Wildlife Conservation Board?s Legislative Advisory Committee.

Hueso served on the San Diego City Council from 2006 to 2010 and as Council President from 2008 to 2010. Additionally, he served on the California Coastal Commission where he helped protect California's coastal resources. He has also served on SANDAG's Board of Directors, the League of California Cities and on the Otay Valley Regional Park Policy Committee.

Throughout his career he has always used the needs in his district as a driving force for his work. As San Diego Council President, Hueso was awarded with the Ohtli Award, the highest honor given by the Mexican government in a foreign country; Hueso was recognized for his work in marginalized and low- income communities largely composed of Latinos in his district.

Prior to becoming a Councilmember, Hueso successfully owned and operated a small business in Logan Heights. His strong community advocacy includes service as a member of the Police Chief's Advisory Committee, founding the Central Commercial District Revitalization Corporation, belonging to the Inner City Business Association and serving as a Board Member for the Sherman Heights Community Center.

Hueso holds a Bachelors of Arts degree from the University of California, Los Angeles. He also studied abroad at the University of Odessa in the Ukraine, and completed post-graduate degree work in Community and Economic Development at San Diego State University. He and his wife, Laura, live in Logan Heights with their four sons."
Senator,Bob Huff,"Bob Huff serves as the Senate Republican Leader in the California State Senate and represents the 29th Senate District covering portions of Los Angeles, Orange and San Bernardino Counties. He is an experienced businessman and an accomplished legislator who advocates for streamlining government regulations that strangle job creation.

Senator Huff has had legislation signed into law guaranteeing more funding for public charter schools. He has also led efforts to continue the Standard Testing and Reporting (STAR) program for second graders and fought for parents' right to choose the best school for their children. Senator Huff has been a leader in expanding school choice for parents and students, including two reauthorizations of the School District of Choice program, the creation of the Open Enrollment Act and the nationally recognized ?Parent Trigger? law.

In 2010, Senator Huff had legislation signed into law that protects private after school programs that tutor children in schoolwork, as well as teach foreign language and culture.  One of his proudest accomplishments is getting SB 161 signed into law in 2011, which places the health and welfare of California schoolchildren first, by allowing trained volunteers to administer emergency medication to students with epilepsy when they suffer a seizure at school.

Senator Huff is also the author of SB 1266, which requires public schools to stock epinephrine auto injectors on campus so critically important medicine can be administered quickly and safely if a student suffers from a serious anaphylactic allergy reaction during school hours.

Assemblyman and Senator

The Senate Republican Leader has served in a number of key leadership positions within the Senate Republican Caucus, including Republican Caucus Chair and Vice-Chair of the Senate Budget and Fiscal Review Committee. In the Assembly from 2004-2008, Bob Huff also held leadership positions of Republican Whip and Caucus Chairman. He currently serves as a member of the Senate Education Committee, Joint Committee on Rules and the Vice Chair of the San Gabriel Valley Legislative Caucus.

Community Service

A resident of Diamond Bar, Bob Huff served on the City Council from 1995-2004, and served as Mayor in 1997 and 2001. Prior to the City Council, Huff served on the Diamond Bar Planning Commission, the Diamond Bar General Plan Advisory Committee, and was a founding member of the Tres Hermanos Conservation Authority. He is also a member of Walnut Valley Rotary Club and former member of the Diamond Bar Improvement Association and Diamond Bar Chamber of Commerce.

With a focus on transportation issues, Bob Huff was Diamond Bar's delegate to the Four Corners Transportation Policy Group and was Vice President of the San Gabriel Valley Council of Governments. He was President of the Foothill Transit Executive Board, and founding Chairman and Executive Board Member of the Alameda Corridor East Construction Authority (ACE).

Awards

Senator Huff has been recognized as Legislator of the Year by the League of California Cities, the California Charter Schools Association, Citizens Against Lawsuit Abuse, the California Business Properties Association, the American Council of Engineering Companies, California, the Red Cross and the Inland Empire Caucus, which serves citizens with disabilities. He was recognized for his efforts to protect local control, his legislative work on behalf of the industrial real estate industry and his tireless efforts to improve the business and jobs climate in California. Mobility 21 also recognized the Senator?s leadership on important transportation issues. California Parents for Public Virtual Education presented Senator Huff with the Golden Apple Award in 2012 and he was also recognized as the 2011 Job Champion by the Anaheim Chamber of Commerce.

In addition, the California Epilepsy Foundation recently named three fellowships in honor of Senator Huff at UCLA, USC and Children?s Hospital in Los Angeles for his work on behalf of students with epilepsy. The Children?s Specialty Care Coalition also recognized Senator Huff with an award for his work on behalf of children with special health care needs.

Senator Huff was awarded the 2005 Local Distinguished Service Award in Transportation from the American Public Transit Association and the Outstanding Community Leader of 2005 by the Boy Scouts of America Old Baldy Council. In 2000, he was recognized by The Los Angeles Times as one of the ""Most Influential People"" for his work in shaping the Inland Valley communities.

Senator Huff has also been recognized for his dedication to a lean, efficient and transparent government to provide society?s needed services, while fostering a job-creating climate to generate needed revenues for ?safety net? from more jobs, not higher taxes. This work is reflected in 100% vote rankings from the California Park and Recreation Society, California Taxpayers Association, Howard Jarvis Taxpayers Association, California Chamber of Commerce, California Farm Bureau Federation and California Manufacturers and Technology Association.

Education

Bob Huff attended Westmont College in Santa Barbara, where he earned a Bachelor's degree in Psychology, graduating with honors.

Personal

Born in Calexico, CA, Bob Huff grew up on his family's farm in the Imperial Valley. Most of his professional and business experience has been in the agricultural industry. Working through the ranks to become the youngest vice president in a grain handling corporation, he purchased and operated a small wholesale commodity firm shortly after he moved his family to Diamond Bar in 1983. Senator Huff and his wife, Mei Mei, have three sons, a daughter and six grandchildren."
Senator,Hannah-Beth Jackson,"Hannah-Beth Jackson is a former prosecutor and practicing attorney, educator, and small business owner. She was elected to the California State Senate in 2012 to represent the 19th Senate District, which includes all of Santa Barbara County and western Ventura County. A graduate of Scripps College in Claremont, California with a joint major in government and sociology, she received her law degree from Boston University Law School before returning to California to work as a deputy district attorney for Santa Barbara County. Eventually, she became the managing partner for the Law Offices of Eskin and Jackson, with offices in Ventura and Santa Barbara. From 1998 to 2004, she represented the 35th Assembly District in the State Assembly, where she worked with Democratic and Republican governors to author more than 60 bills into law. Hannah-Beth has also co-founded two non-profit organizations, served as the first policy-maker in residence at UC Santa Barbara, and served as adjunct professor at Antioch University. In the Senate, she is chair of the Senate Judiciary Committee, chair of the California Legislative Women's Caucus, and serves on several key committees, including the Environmental Quality Committee and the Natural Resources and Water Committee. She?s also chair of the Select Committee on Passenger Rail and vice-chair of the Joint Legislative Committee on Emergency Management. During her time in the Legislature, Hannah-Beth has become known as an effective advocate for protecting the rights and privacy of Californians, protecting the environment, advancing legislation to reduce gun violence, supporting access to justice for all Californians, championing equality for women, advocating for commuter rail, improving access to early childhood education, and supporting veterans and veteran?s treatment courts, among other issues. Hannah-Beth has received Legislator of the Year awards from a wide range of organizations and is the recipient of the prestigious California Women Lawyer?s Fay Stender Award, given annually to an attorney committed to affecting positive change with ?zest, humanity (and) personal courage? who serves as a role model for women. An advocate for justice for women, children, and victims of crime for more than three decades, she helped establish the Santa Barbara Shelter Services for Women (now known as Domestic Violence Solutions) and Women Against Gun Violence. She is also a founding member and past president of the Santa Barbara Women?s Political Committee.  Hannah-Beth is married to retired Superior Court Judge George Eskin. She has a daughter, two stepchildren and five grandchildren. She has resided in the district for more than 35 years."
Senator,Ricardo Lara,"Senator Ricardo Lara (D-Bell Gardens) was elected with overwhelming support in November 2012 to represent the Southeast Los Angeles County cities of the 33rd Senate District. Raised in a blue collar immigrant household, Ricardo knows first-hand the challenges facing working families and is committed to improving the quality of life for all Californians.

Ricardo is one of the most influential members of the State Senate, chairing the powerful Appropriations Committee and serving as a member of the Energy, Utilities and Communications, Governance and Finance, Governmental Organization, and Banking and Financial Institutions committees. 

An advocate for the environment, Ricardo created the California Clean Bus, Truck and Freight Program to encourage clean energy while investing in good jobs and authored legislation to create a state plan to address short-lived climate pollutants such as diesel soot, which are known to cause climate warming and negatively impact public health.

A champion for educational equity, civil rights and immigrant rights, Ricardo champions legislation that improves the quality of life for vulnerable communities. He has authored several first-in-the nation laws that recognize and invest in immigrant communities such as the California DREAM Loan Program, which helps undocumented students apply for loans to complete their higher education goals. Supporting California?s entrepreneurial spirit, Ricardo?s bill to update and expand access to professional licensing rules, regardless of immigration status, will stimulate local economies and create jobs.

Working his way through college as a teacher?s assistance in an English immersion classroom, Ricardo believes that multilingual education in schools is important to giving California students the competitive economic and educational edge. That?s why he authored the California Ed.G.E., or Education for a Global Economy Initiative, which will ask voters to revisit the state?s English-only instruction mandate in public schools on the 2016 ballot.  

Under his leadership as Chair of the Latino Caucus, the legislature passed AB60 to allow undocumented Californians to obtain driver?s licenses. In the summer of 2014, he organized a fact-finding delegation to visit the Central American unaccompanied minors being held in Ventura County and was instrumental in securing $3 million to be directed toward non-profit organizations providing legal representation to these children.  

Ricardo's record in public service has been recognized at the local, state and national levels. President Barack Obama awarded him a ?Champion of Change? at the White House and The Los Angeles Times named Ricardo the ?Point man in the push for immigrant rights? in California. Upon winning his election in 2012, he made history by becoming the first openly gay person of color elected to the California Senate.

Ricardo earned his B.A. in Journalism and Spanish with a minor in Chicano Studies from San Diego State University."
Senator,Mark Leno,"Mark Leno was elected to the California Senate in 2008. He currently represents the 11th Senate District of California, which includes San Francisco, Broadmoor, Colma, Daly City and portions of South San Francisco. Senator Leno chairs the Senate Budget and Fiscal Review Committee.

From 2002-2008, Senator Leno served in the California State Assembly, representing the 13th District, which encompasses the eastern portion of San Francisco. Prior to his election to the Assembly, he served for four and a half years on the San Francisco Board of Supervisors. 

During his tenure in the Legislature, Senator Leno has fought for better schools and access to higher education, foster youth, a cleaner and sustainable environment, single-payer universal health care, improved transportation, renewable energy, safer streets and equal rights for all Californians.

A native of Wisconsin, Senator Leno attended the University of Colorado at Boulder, then went on to become valedictorian of his graduating class at the American College of Jerusalem, where he earned his Bachelor of Arts Degree. He also spent two years in Rabbinical Studies at The Hebrew Union College in New York. Senator Leno is the owner of Budget Signs, Inc., a small business he founded in 1978 and operated with his life partner, Douglas Jackson. Together, the two entrepreneurs steadily grew their sign business until Jackson passed away from complications relating to HIV/AIDS in 1990. This deep loss would not deter Leno. Instead, he redoubled his efforts in community service."
Senator,Connie M. Leyva,"Elected to represent the 20th State Senate District on November 4, 2014, Senator Connie M. Leyva is serving her first term in the California State Senate.  The district includes the cities and communities of Bloomington, Chino, Colton, Fontana, Grand Terrace, Montclair, Muscoy, Ontario, Pomona, Rialto and San Bernardino.

As our State Senator, Senator Leyva is committed to improving California?s schools, environment and communities, as well as creating quality jobs throughout the 20th State Senate District and California.  She firmly believes that California families benefit most when we invest in and help strengthen small businesses and other job drivers that create good paying jobs in our local communities.  

A lifelong activist standing up for working people and families, Senator Leyva started working at her local Alpha Beta market as a senior in high school.  She served as both Union Representative and President of the United Food and Commercial Workers (UFCW) Local 1428, helping grocery workers gain a stronger voice for fair wages and benefits. Following in that tradition of community service and action to improve the lives of others, she was elected in 2004 as the first woman President of the California Labor Federation, representing more than 2.1 million workers throughout the state.

Senator Leyva serves as Democratic Caucus Chair of the California State Senate, as well as on the following committees:

£    Appropriations
£    Education
£    Energy, Utilities and Communications
£    Joint Legislative Audit
£    Rules
£    Transportation and Housing

Raised in Chino, Senator Leyva has lived in the Inland Empire since she was a small child.  She attended local schools and graduated from the University of Redlands with a bachelor?s degree in communicative disorders.

Senator Leyva and her husband Al live in Chino and are the proud parents of recent college graduate twins, Allie and Jessie."
